steps,values
0,0.26018399000167847
1,0.552510142326355
2,0.733020544052124
3,0.8477486968040466
4,0.9079465866088867
5,0.9473003149032593
6,0.9682137370109558
7,0.9821560382843018
8,0.9888221025466919
9,0.9939903616905212
10,0.9977163672447205
11,0.9985576868057251
12,0.9992788434028625
13,0.9991586804389954
14,1.0
15,1.0
16,1.0
17,1.0
18,1.0
19,0.9999399185180664
20,1.0
21,1.0
22,1.0
23,1.0
24,1.0
25,1.0
26,1.0
27,1.0
28,1.0
29,1.0
