steps,values
0,2.5837345123291016
1,1.8973308801651
2,1.3040422201156616
3,0.8277571797370911
4,0.5461003184318542
5,0.33081570267677307
6,0.21581710875034332
7,0.14150799810886383
8,0.08581356704235077
9,0.05301101878285408
10,0.027767067775130272
11,0.01596999354660511
12,0.012996924109756947
13,0.010033645667135715
14,0.0022993143647909164
15,0.0009564683423377573
16,0.0006614369922317564
17,0.0004818747693207115
18,0.0005632953834719956
19,0.0019662699196487665
20,0.0004981714300811291
21,0.0003968110540881753
22,0.00032802714849822223
23,0.00033081736182793975
24,0.0003219018108211458
25,0.00030787920695729554
26,0.0002785153337754309
27,0.0002816252817865461
28,0.0002953614166472107
29,0.00027344623231329024
